"Source Name","BLAKE3 Hash Digest","SIMD Tier","Threads Used","Execution Time (s)","Throughput (MB/s)","File Size (bytes)","Data Source"
f0196952.dat,"8a55e613060c6d68b217b8e44ea83bf8f8c182ff0a9848f50a402e7517e31a53",AVX-512,12,0.000978,47.91,49152,2011-10-19-Sample.E01
f0196936.txt,"dcae5c42dd356b97f6b9e469c309edf2ddd4a28bbfab5a433567e7068ce6cd7b",AVX-512,12,0.002071,0.462,1004,2011-10-19-Sample.E01
f0196928.txt,"e1f9afa412254a9f6d7c66d917f7b30d451ed9188618d9356ad4dba4e06e311d",AVX-512,12,0.000974,0.816,833,2011-10-19-Sample.E01
f0196920.txt,"a9b42cce62c63d4ac23d5984f0b20460fd6b8ed4246c9555ad7ce5adf6c4d1e1",AVX-512,12,0.001427,0.537,803,2011-10-19-Sample.E01
f0196840.dat,"661bccba0e71b7bd8253f49689a62d70240e74e1a3b991824a87c83bc3f1903e",AVX-512,12,0.001324,23.612,32768,2011-10-19-Sample.E01
f0196776.dat,"c7354dc238d614686274faf3709ebf98c455280bdcfdf5884092e3d2f40e4c0c",AVX-512,12,0.000959,32.6,32768,2011-10-19-Sample.E01
f0196712.dat,"e2048ce8a19d137ac90c6e1916e4275e9106cea41e8492380077540eb38074d8",AVX-512,12,0.000835,37.439,32768,2011-10-19-Sample.E01
f0196672.txt,"478df797d6334c1e6122b53f887dc24e16209f34bd6c549e4d34398d2d73bf62",AVX-512,12,0.022414,0.786,18483,2011-10-19-Sample.E01
f0196256.h,"c9e0bc802e0a816c4bb53624bb5af818b7130baae9257c83c3dc3b5347502058",AVX-512,12,0.01354,1.261,17901,2011-10-19-Sample.E01
f0196248.txt,"dccb8b1a68ca502c631b8b46ab69dbee31ca91587d8da467a9f7348af22d09be",AVX-512,12,0.001831,1.087,2087,2011-10-19-Sample.E01
f0196240.txt,"6386292ee93a6347bdde3ee61c6091ddda6d6f6b5a47ad50acda6b98c1e9ceb8",AVX-512,12,0.001077,1.849,2088,2011-10-19-Sample.E01
f0196232.txt,"104b0af86d27f53b708d0a393e63e07e0c4f266fa31abe9b09850b1ba515f2ef",AVX-512,12,0.001036,1.83,1988,2011-10-19-Sample.E01
f0196176.jpg,"555dc99916ccdfeb0007031792982af0d7404ef402fa7918383314c537e178e3",AVX-512,12,0.009491,2.48,24685,2011-10-19-Sample.E01
f0196128.jpg,"8ecf7f0edca90cb498ff0e67d80198787c71f7896235110afa7704356b9ffcd5",AVX-512,12,0.00917,2.469,23742,2011-10-19-Sample.E01
f0196080.jpg,"c6f6698ac0bb2e40403f3d4dee1c0b2faf83a48bc7918c550e8b5ff584ad8ed4",AVX-512,12,0.006336,3.637,24163,2011-10-19-Sample.E01
f0196032.jpg,"f044f66f9928e3f98a1bc7218705bbaee121822c8387175b87c6bb64f0259ca0",AVX-512,12,0.006838,3.294,23622,2011-10-19-Sample.E01
f0195984.jpg,"d4a23f34720c4d7ecd86266eeeebe0ff7c9488d3d159226cc6080b5c0eba7d5c",AVX-512,12,0.005878,3.47,21383,2011-10-19-Sample.E01
f0195936.jpg,"fa6f3fb75e162fe05df252f0aeeaa46ac06b65e585659cd4cad9789f60877ae6",AVX-512,12,0.0086,2.719,24517,2011-10-19-Sample.E01
f0195888.jpg,"864414b17a25a335d456cb0daade18983e79d1d0579bfedb4aa4507cc457e36d",AVX-512,12,0.008383,2.669,23457,2011-10-19-Sample.E01
f0195840.jpg,"212222bea8ac1a36d20412c7c4c9849ace0962e709ca241544fc6d377eb53ef5",AVX-512,12,0.00708,3.096,22989,2011-10-19-Sample.E01
f0195792.jpg,"811859bb1e43509712657bad52fcd7d2c3c582e79df9807968794c9127df6382",AVX-512,12,0.008457,2.516,22308,2011-10-19-Sample.E01
f0195744.jpg,"edac0f2c5709675ae72b2124f29ba47caa84a76827313e009ff2e4715aea0ec6",AVX-512,12,0.008519,2.334,20848,2011-10-19-Sample.E01
f0195696.jpg,"36424295b46241fdcf754b58d3414a597605f1f0fa233fa0f8a0891f80b393d3",AVX-512,12,0.00781,2.652,21721,2011-10-19-Sample.E01
f0195656.jpg,"45ca1e52c7b71f9602da57ddba3fedc6d96787f33baef1e10e8735fa3816d3b0",AVX-512,12,0.008191,2.317,19903,2011-10-19-Sample.E01
f0195608.jpg,"dafb4d6b00d63d2c5ca677e648bf8af7c9c84ea346db6d220f002b80358847a9",AVX-512,12,0.008806,2.329,21506,2011-10-19-Sample.E01
f0195568.jpg,"940b1aee257d82b5a5944a08301e8ba671c6b6c2dfe94e2cd30ceb2c91b47eae",AVX-512,12,0.009461,1.932,19169,2011-10-19-Sample.E01
f0195520.jpg,"d5a045f9dff1676c50fc8e8857f166032c05f0dc586e2624e0a07221e0f1489c",AVX-512,12,0.007599,2.955,23543,2011-10-19-Sample.E01
f0195480.jpg,"b59df9ac9f6996d3acf75ccf02b314a5a2bcac43369f23f6e53247ea7711590f",AVX-512,12,0.009462,2.032,20157,2011-10-19-Sample.E01
f0195432.jpg,"d71c2d0f48279a855577ab46eef329ee7bc2620ea8d3fe3d6b75bd86ce7e42ce",AVX-512,12,0.008579,2.627,23635,2011-10-19-Sample.E01
f0195392.jpg,"63bb6b30bdeaaf9c94daa7fe5ee11130271e18de9640bb4c77b6504069fff201",AVX-512,12,0.009916,1.593,16565,2011-10-19-Sample.E01
f0195360.jpg,"4b9cfb3577492a789b6d9f93b163723202a88b33769e6dbc6ec9643bbe49f92c",AVX-512,12,0.007334,1.6,12302,2011-10-19-Sample.E01
f0195328.jpg,"c09c35918280e51e0acf05b7ca48a937ee64b1aa076060791a286897f66ed444",AVX-512,12,0.00656,2.262,15557,2011-10-19-Sample.E01
f0195288.jpg,"69cc69346afbd32b54ba43856230a3677ed79e1b81f2e1209f88ec1d5eec2c99",AVX-512,12,0.008046,2.09,17633,2011-10-19-Sample.E01
f0195248.jpg,"3a5afe4b1b1be322636dc2c81a928d9825706c319efdfca28c2605a99d7ea394",AVX-512,12,0.008067,2.02,17082,2011-10-19-Sample.E01
f0195208.jpg,"4eb6962e36ce0a7b14cf36ab39519605eb389334adf42c757a7f97aedf214750",AVX-512,12,0.007831,2.016,16553,2011-10-19-Sample.E01
f0195168.jpg,"8308150efc503ed8f2c4345859b48453e82a3caa310b677ce761392e2572ab48",AVX-512,12,0.008186,2.038,17493,2011-10-19-Sample.E01
f0195128.jpg,"b611bcdedaa70d8cc843c07c26113e6049f106f95add556a3e7f76660a342928",AVX-512,12,0.00811,1.988,16909,2011-10-19-Sample.E01
f0195096.jpg,"c494093ee5380b9198bc406981775a993c44fd32bd066fb4cc4c7db2f9b350e7",AVX-512,12,0.008897,1.546,14421,2011-10-19-Sample.E01
f0195064.jpg,"4825729e71f0a3d661534a41980de0a215e9d99560f65a5e29abf5e565c7d798",AVX-512,12,0.008384,1.801,15830,2011-10-19-Sample.E01
f0195032.jpg,"020150ad5ba7257d65229c39d2a259b9d1b4576c8cc645e68eb70768ced0aae1",AVX-512,12,0.008598,1.777,16022,2011-10-19-Sample.E01
f0195024.jpg,"ade2d94c677f5e9a33200c17c05467cd9fac11e8b8c5ef60a481b9599bb56962",AVX-512,12,0.001103,1.562,1806,2011-10-19-Sample.E01
f0195000.jpg,"590e3d682c1928ae98c86954878689e0603df77fdabf2efb5e99003b19fbb621",AVX-512,12,0.008104,1.27,10796,2011-10-19-Sample.E01
f0194976.jpg,"f4c154e02bf3ce5ad089760953cdfaf7f1bb12081fce9235bccc8f741b8b5c6f",AVX-512,12,0.007636,1.371,10979,2011-10-19-Sample.E01
f0194952.jpg,"1920b572498bd71a53ecfc22f1b5bc6478f19fb83b37070fc70021e5be4bf7c6",AVX-512,12,0.007125,1.586,11848,2011-10-19-Sample.E01
f0194920.jpg,"5f1650ed455819c17d480e6170ad52306c38c7e0e0deb808e882d6bbd52fbd3d",AVX-512,12,0.006215,2.136,13921,2011-10-19-Sample.E01
f0194896.jpg,"87d28f4067bb73314d8907b4f6f55e5dac08688599b3676f998b4bbe3a339c14",AVX-512,12,0.007067,1.516,11238,2011-10-19-Sample.E01
f0194864.jpg,"b1ba86dc6f8203fc7e4ea6d4d1cce72258489c4c317be7b09f3937269c54e916",AVX-512,12,0.008406,1.662,14646,2011-10-19-Sample.E01
f0194832.jpg,"79c8df0638f71ac5ad0d9541bd17554ffa3f0a967457d28c12e26d13d3918f1f",AVX-512,12,0.007256,1.87,14231,2011-10-19-Sample.E01
f0194808.jpg,"05c6ec5a4e9737e007d189812e8d5f60f2b1a5f4faeac292acc4f9be5c876e63",AVX-512,12,0.009251,1.168,11331,2011-10-19-Sample.E01
f0194776.jpg,"04eaacf3e4bb6a1ddbd0f93bd21dd8a1d89753c5992b8fbb9841f364dd5ad495",AVX-512,12,0.007039,1.939,14309,2011-10-19-Sample.E01
f0194744.jpg,"61d5dd92f83aac75f5ea4b5512ec5f5e92ab10680af2cc5cd9a510e99924f498",AVX-512,12,0.007864,1.93,15912,2011-10-19-Sample.E01
f0194712.jpg,"ba62a6221f336fb1ca57afeccde8c48ca5088bd43ff83fcdd6ca25883ecaa516",AVX-512,12,0.008641,1.544,13986,2011-10-19-Sample.E01
f0194680.jpg,"544b6cb8fb8595f2cf37f37b4cf40612e1ecaa897449a879c1d1f5cfc2197074",AVX-512,12,0.007382,1.758,13609,2011-10-19-Sample.E01
f0194584.jpg,"3a7cd7d3f37f28777f4e550fb445f9683b924a4b15c4f125763944543fbd037c",AVX-512,12,0.008084,1.629,13808,2011-10-19-Sample.E01
f0194544.jpg,"15ee727993db7821829f7cf63b7eb80d7e68760726e6b3494395a120bfb0db7a",AVX-512,12,0.007569,2.065,16387,2011-10-19-Sample.E01
f0194504.jpg,"dbf1527cc097ced5a6ed3d030be46e1c372fbcfdb933209b0f74e8a8b5ef1451",AVX-512,12,0.006535,2.586,17722,2011-10-19-Sample.E01
f0194464.jpg,"2cde03d5c14f2e9d3ff99c480e294d6f58cdec96fb1c66270f1cd8c722d3c695",AVX-512,12,0.008934,1.85,17330,2011-10-19-Sample.E01
f0194424.jpg,"60dcd88a0ff602a34da7a3c16e9be287dbb9a3f44b2fbab305e5f2b860c468a1",AVX-512,12,0.007465,2.242,17554,2011-10-19-Sample.E01
f0194384.jpg,"ce77099698b481c56945c0e93702b01c652e167ad92f68fe4b06dbe872eccae5",AVX-512,12,0.006864,2.293,16505,2011-10-19-Sample.E01
f0194344.jpg,"ef3c50687ea94d9d5e1b525eda22575c11ee95756bbf7fe51279801548f7b4ff",AVX-512,12,0.009499,1.848,18406,2011-10-19-Sample.E01
f0194304.jpg,"4f8e2393d48c3488d7d801d4e0eb3b1da35e8395e3ce0e36e4b1073c0f916d7d",AVX-512,12,0.007476,2.109,16533,2011-10-19-Sample.E01
f0194272.jpg,"2df219fc2d46b71314f3797b3418a1d8d3d31af358658cfdd14a866515e1b70e",AVX-512,12,0.008865,1.755,16316,2011-10-19-Sample.E01
f0194240.jpg,"0b4cb975438e2b15e651751a12517701008e586228847f4db356dc800523edba",AVX-512,12,0.008762,1.73,15891,2011-10-19-Sample.E01
f0194200.jpg,"593e72ff66eefbbb09bd76e07e2160bfe9abb70f0ab367077c8cadf731d601f1",AVX-512,12,0.006434,2.448,16515,2011-10-19-Sample.E01
f0194168.jpg,"4e708e81a5b65b295969a06194f2f5ce88eca006c7ad8e09643cd529c9a99643",AVX-512,12,0.00797,1.924,16077,2011-10-19-Sample.E01
f0194128.jpg,"de0570443a26999f92c048a3cdc82322bcfecb4489a87334d0f494303fb7c17c",AVX-512,12,0.008252,2.027,17538,2011-10-19-Sample.E01
f0194088.jpg,"31cd1a463fc9f6a130bff5c021b4c3d9ff52e7b6a46bbb6ff389fed594ad3f51",AVX-512,12,0.00731,2.294,17587,2011-10-19-Sample.E01
f0194048.jpg,"24ea450013836bf2b8efea02328deab952e4d8bcfa299fe611e21bbe24a126be",AVX-512,12,0.00877,1.782,16385,2011-10-19-Sample.E01
f0194016.jpg,"71bb6cbccb366dfef242111fa5bae43215cc4a2adbf0db0f73bc8dfb283cf52d",AVX-512,12,0.008722,1.653,15120,2011-10-19-Sample.E01
f0193976.jpg,"d46458e3c696d7233fe56ca9a06fb696e91f25bb0cde1f8bb0ffa01789e22dd4",AVX-512,12,0.007804,2.108,17249,2011-10-19-Sample.E01
f0193936.jpg,"fc46ef2e844cd5e17ab82c61a9fb08fba4032af0b4e5d15025d6af91394f49d0",AVX-512,12,0.007893,2.175,18000,2011-10-19-Sample.E01
f0193904.jpg,"7aa5db175e0ae364d2b02b6bc73994ecc2641d8be1815eb6ff0b0a81bad639a9",AVX-512,12,0.00913,1.582,15145,2011-10-19-Sample.E01
f0193864.jpg,"84b5eee129ff888632d37f9b464543de8cff4c987e5b39be7528b274633c997b",AVX-512,12,0.009212,1.697,16395,2011-10-19-Sample.E01
f0193832.jpg,"f87fba90d063d6f1663589e3f8aa4473ab78ae2ec93d5200d0b01e0f86078975",AVX-512,12,0.008046,1.9,16027,2011-10-19-Sample.E01
f0193792.jpg,"7dfced8532484a2b250f18bcbb67c02f7aa4c63292c1672209c1e2744be73da4",AVX-512,12,0.008103,1.982,16840,2011-10-19-Sample.E01
f0199784.reg,"c84c5932b9e0659fa9ac4b1d03ca079ea697eb3b75a523ff7364b3b13992f433",AVX-512,12,0.009525,2309.784,23068672,2011-10-19-Sample.E01
f0193760.jpg,"b336acd7349e12dcf9be2012b195c65badb53332bed80e49b6ca4fa4fddfa63c",AVX-512,12,0.010241,1.381,14827,2011-10-19-Sample.E01
f0193720.jpg,"cdc6c1628e574ee805d18fe2798035d386e60c0e1505c28c459c641d3e47ad77",AVX-512,12,0.007758,2.137,17383,2011-10-19-Sample.E01
f0193688.jpg,"0ea8725704609f4af7250003080a187a0459818f7ad0d6db5209f6cf8a7af2af",AVX-512,12,0.008153,1.538,13147,2011-10-19-Sample.E01
f0193664.jpg,"87e102d8f29426f4f788062370f1f11eae2f8468765641df0535bf291c985cb1",AVX-512,12,0.007126,1.42,10607,2011-10-19-Sample.E01
f0193616.jpg,"d6c4bb72dde479a00d62836b98990256d453ecc39ae2581329949be0c94a276b",AVX-512,12,0.006859,3.067,22058,2011-10-19-Sample.E01
f0193576.jpg,"2130985b503222399e5943edb3b01f6a1ce36016766ebbe8165ccbb0e0b2f5fe",AVX-512,12,0.008339,2.223,19437,2011-10-19-Sample.E01
f0193528.jpg,"ca57a5267676e166baf48a1945d30aed5fcbc3e7f34105a2952e50c34809b539",AVX-512,12,0.008798,2.269,20927,2011-10-19-Sample.E01
f0193488.jpg,"5a6be3642fc1f825ad250e5ccc6efcfa135ae1777ebc73feba8c10e1675e98ec",AVX-512,12,0.009625,1.877,18946,2011-10-19-Sample.E01
f0193448.jpg,"c2ad47ca7bd9e8d45021088e797fb0db613805d116b839a039fd8a9a2c046ef8",AVX-512,12,0.007806,2.371,19403,2011-10-19-Sample.E01
f0193408.jpg,"a125e44c78c7d39739b06c7ab00c41bde657755f27911b750c2c9d095360320e",AVX-512,12,0.007987,2.29,19180,2011-10-19-Sample.E01
f0193376.jpg,"d1d83299e5f5aea7b4857aa506e0ee5dac90461e426ccf96a7971218e92f654e",AVX-512,12,0.008439,1.745,15442,2011-10-19-Sample.E01
f0193344.jpg,"063a1dbc81f26e0673de0da3f6a13b8c2ea2b73110d7c7698a43251a91a1099f",AVX-512,12,0.008496,1.831,16313,2011-10-19-Sample.E01
f0193312.jpg,"a94d1d89e8dbc3099549ee50662a728e370f1ce3c89d97f77f618e3a1641daa9",AVX-512,12,0.008193,1.527,13114,2011-10-19-Sample.E01
f0193296.jpg,"9828fed41d4eb024b877626a6864d04194e70b8691dfecaff7112e9050425f3a",AVX-512,12,0.000924,6.593,6389,2011-10-19-Sample.E01
f0193264.jpg,"dab133d821788d922913be85f16040ec99b53a8e16cf37742823c871bd8e06de",AVX-512,12,0.0087,1.608,14668,2011-10-19-Sample.E01
f0193240.jpg,"c753170f44a6f80630644d40b58d79be290530fb719eb996b0f8aab6ef337fed",AVX-512,12,0.007716,1.226,9922,2011-10-19-Sample.E01
f0193232.jpg,"14405ef8ceb63ca323c8db83b3248ff8cdfea37a2580103b52646f62821d0246",AVX-512,12,0.001002,2.764,2904,2011-10-19-Sample.E01
f0193224.jpg,"564a71078844434d032eea21cafc9320d50235e8838f54db13bcc3cb788903dc",AVX-512,12,0.001107,1.849,2147,2011-10-19-Sample.E01
f0193208.jpg,"87fef846e971ae6849826329858cd152f234a16867aee4674fb4a8fb4c44c835",AVX-512,12,0.001117,6.776,7935,2011-10-19-Sample.E01
f0193200.jpg,"ae3d60f456b20eff9e470fd1ec1d76f20f0d36d01104c70c6cc0c5ed3b152500",AVX-512,12,0.001038,2.019,2197,2011-10-19-Sample.E01
f0193192.jpg,"ac4c72400ce8cc0899624122269c900e10bccf8a3c1368e8c0339e24e4e17328",AVX-512,12,0.000838,3.949,3468,2011-10-19-Sample.E01
f0193168.jpg,"05b120c133ca92116063b1ff2ed4a6c5fa36eb0283f1c21fe0937e36d5713ff7",AVX-512,12,0.008294,1.026,8925,2011-10-19-Sample.E01
f0193144.jpg,"b0c058f26b9f4210545795f96c420b2659a1e1858b8f2279c36dde036405c92d",AVX-512,12,0.007828,1.219,10003,2011-10-19-Sample.E01
f0193096.jpg,"9fcf67bcd3541ea55b97250259a1deecd36e8733e4078bf9e088a5d2c550d67f",AVX-512,12,0.010009,0.792,8316,2011-10-19-Sample.E01
f0193120.jpg,"2daaec02045dcda2a1f7de895c83dfec207a63cc932d43e542179931cb4d9290",AVX-512,12,0.012173,0.701,8945,2011-10-19-Sample.E01
f0193048.jpg,"69c9ac06ef304dcc406bd7eb8d8f034a533784e94e380bccc010f0604ce31bc4",AVX-512,12,0.006074,1.741,11089,2011-10-19-Sample.E01
f0193072.jpg,"f4b1e2655629c7ebec3d3b0562eab36a7d2a31c6f446fe1cc3c34aa4b962e6e6",AVX-512,12,0.006436,1.624,10958,2011-10-19-Sample.E01
f0193000.jpg,"6d9f3caa691c4ba179e6e5c72fd0fbb4091f6fb003ce4940771030c271d29fec",AVX-512,12,0.006905,1.378,9980,2011-10-19-Sample.E01
f0193024.jpg,"f71122a0f2282eab81d303d2acc9286ff54fd2ab4951190baf843561f50ecbe7",AVX-512,12,0.005421,1.781,10124,2011-10-19-Sample.E01
f0192976.jpg,"3750e0b1f017cd09a4c5e9e3cde31021236ea52becd0806861e850412956f151",AVX-512,12,0.007212,1.211,9157,2011-10-19-Sample.E01
f0192952.jpg,"8bf11b2926efae1b2f84ba28932feb4173da15ae8fad87b7975795d59f7885a4",AVX-512,12,0.008075,1.444,12225,2011-10-19-Sample.E01
f0192904.jpg,"6e159d59bcfd451f570a1a6aa91f2b7635646a614e8c758fbba36263a9f0ab02",AVX-512,12,0.006878,1.57,11322,2011-10-19-Sample.E01
f0192928.jpg,"9354d80f7c079c22ebecdaf700964325f487779c449f2404497e1a78c8499309",AVX-512,12,0.006929,1.522,11059,2011-10-19-Sample.E01
f0192848.jpg,"81025b6b7fdcaab4848e77352b2e2c0db52e3ae42ea622a1e896ff3fd0de0ecf",AVX-512,12,0.006088,1.773,11321,2011-10-19-Sample.E01
f0192872.jpg,"17f83e97b4aea094ca0f507f91606534936aed751e9b5e767fe5422dca8737a2",AVX-512,12,0.007352,1.596,12305,2011-10-19-Sample.E01
f0192824.jpg,"5338e6f5df1fdaee50ba639d0c19c9ac2a0e5192ab0e408f4d8f6de04e3fffff",AVX-512,12,0.009179,1.025,9861,2011-10-19-Sample.E01
f0192800.jpg,"11854c846a19ee0a0281e46422bd69a6088eba1c548877b45874a2554754872f",AVX-512,12,0.00887,0.959,8921,2011-10-19-Sample.E01
f0192776.jpg,"c1dfa7a32c2778789080abe2547f3dfefeef2aed6cb169937b8b9b3df39566f2",AVX-512,12,0.007878,1.382,11413,2011-10-19-Sample.E01
f0192752.jpg,"bc941fefa3a93d79b4aeec35c62d5f0aa7f544dca5a111d35225e2b09211808b",AVX-512,12,0.008912,0.954,8912,2011-10-19-Sample.E01
f0192704.jpg,"1db8f24947f15ae53a013780e94aabdc5ad1889c2524de6f28cceba2c54ad0fa",AVX-512,12,0.008207,1.033,8887,2011-10-19-Sample.E01
f0192728.jpg,"5be44fc7cfe8a56f704b0a7f6fe94d332b2603a65a7fd361b4ba9c3e914c5c67",AVX-512,12,0.008995,1.159,10933,2011-10-19-Sample.E01
f0192680.jpg,"e1d99a8c7651b39aa926a566d390e37ee5aa3877a6e169fb32490dedcff0b2d3",AVX-512,12,0.008885,1.138,10607,2011-10-19-Sample.E01
f0192656.jpg,"55f1a509538076cdd529db9b418d4cab8f3c1c260eeaae8f7f26ee42fe545d72",AVX-512,12,0.008351,1.047,9173,2011-10-19-Sample.E01
f0192632.jpg,"a2cf62605b1bea70519923ae0562dd1e145b144583975a2c56b904afdff691f9",AVX-512,12,0.006729,1.321,9318,2011-10-19-Sample.E01
f0192544.jpg,"c0995ea3e8ab8878a0f7a7b8de4cd0149516cc62f95d2b31622b8cb3b84a265a",AVX-512,12,0.006442,1.38,9323,2011-10-19-Sample.E01
f0192520.jpg,"2a870a742ce6f6807a2402e53b7b44a5dc1bb6668c393db67e3e53b5fd83e02a",AVX-512,12,0.006241,1.379,9027,2011-10-19-Sample.E01
f0192496.jpg,"1136fe34e5e301587eb84ce28a5c21493839f6e2c8e47dc86fde466033872938",AVX-512,12,0.0086,1.311,11821,2011-10-19-Sample.E01
f0192472.jpg,"aea04355fbee38855052dde3bce55c1797eafdfb3bead128fc1a85df6eb931b2",AVX-512,12,0.007857,1.34,11041,2011-10-19-Sample.E01
f0192448.jpg,"771376018a099148821d46c1cc80bf83cdff7978d1b3da426a9c8fea974388a8",AVX-512,12,0.009065,1.026,9748,2011-10-19-Sample.E01
f0192400.jpg,"b05f8b0ce86069ac1c6a22723c1d378b7df5108dcae0ae04009aba80fbaa7784",AVX-512,12,0.007468,1.235,9668,2011-10-19-Sample.E01
f0192424.jpg,"13f01a9ae48ac549f9bda16ac2df72173e4cfbf25ad05900f069ad6f7d44870f",AVX-512,12,0.006761,1.533,10868,2011-10-19-Sample.E01
f0192376.jpg,"4e56ae614bbf673fab47dab090818ad898ee0ac449aef2d3504daced7a6e0b80",AVX-512,12,0.009363,1.072,10523,2011-10-19-Sample.E01
f0192352.jpg,"ce50aa3f69332a8db84aa9ba74eff694b154377eece162ca4e50a04a966cde8a",AVX-512,12,0.009795,0.951,9767,2011-10-19-Sample.E01
f0192328.jpg,"6965077aeadc039b4078697217b1a8b0bc4c6101333683d5216d904c90a1fc6a",AVX-512,12,0.005991,1.656,10402,2011-10-19-Sample.E01
f0192304.jpg,"cac3bacc35e5c9b1b57505550c6fab103c5c56319d0df319b645562de288b8d3",AVX-512,12,0.007477,1.153,9038,2011-10-19-Sample.E01
f0192256.jpg,"2c33d844c83ea2d30457b88612eacfdcab7131a1eda00d22b89ec612473383fb",AVX-512,12,0.006132,1.485,9550,2011-10-19-Sample.E01
f0192280.jpg,"3c89d20cca8ae9e79dc19a04a6f8e853070ba2d938deb283374e0a4e48225bf9",AVX-512,12,0.006468,1.561,10587,2011-10-19-Sample.E01
